headerdatestamp|headeridentifier|headersetSpec|metadata.mods.genre#text|metadata.mods.genre@authority|metadata.mods.identifier#text|metadata.mods.identifier@type|metadata.mods.location.url.0#text|metadata.mods.location.url.0@access|metadata.mods.location.url.0@usage|metadata.mods.location.url.1#text|metadata.mods.location.url.1@access|metadata.mods.name.role.roleTerm#text|metadata.mods.name.role.roleTerm@type|metadata.mods.namenamePart|metadata.mods.note.0|metadata.mods.note.1#text|metadata.mods.note.1@displayLabel|metadata.mods.originInfo.0publisher|metadata.mods.originInfo.1dateOther|metadata.mods.physicalDescriptioninternetMediaType|metadata.mods.relatedItem.0.titleInfotitle|metadata.mods.relatedItem.0@type|metadata.mods.relatedItem.1.titleInfotitle|metadata.mods.subject.0topic|metadata.mods.subject.1geographic|metadata.mods.subject.1topic|metadata.mods.subject.2geographic|metadata.mods.subject.2topic|metadata.mods.subject.3geographic|metadata.mods.subject.3topic|metadata.mods.subject.4geographic|metadata.mods.subject.4topic|metadata.mods.subject.5geographic|metadata.mods.subject.5topic|metadata.mods.subject.6geographic|metadata.mods.subject.6topic|metadata.mods.subject.7geographic|metadata.mods.subject.7topic|metadata.mods.subject.8geographic|metadata.mods.subject.8topic|metadata.mods.subject.9geographic|metadata.mods.subject.9topic|metadata.mods.subjecttopic|metadata.mods.titleInfotitle|metadata.mods@version|metadata.mods@xmlns|metadata.mods@xmlns:xlink|metadata.mods@xmlns:xsi|metadata.mods@xsi:schemaLocation|metadata.modsaccessCondition|metadata.modstypeOfResource
2019-11-19T04:01:56Z|webster_1357|webster|image|dct|0012_002333_000593_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1357|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1357/datastream/TN/view|preview|creator|text|Herbert M. Webster|#337: Christmas tree. Andrews Bald|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|undated|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Grassy balds|    |Andrews Bald|Andrews Bald|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Christmas tree. Andrews Bald|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1391|webster|image|dct|0012_002333_000629_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1391|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1391/datastream/TN/view|preview|creator|text|Herbert M. Webster|#372: Well built Cabin in the Greenbrier. It was from Cabins such as this that we took logs for out building of the Hiking Club Cabin|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|undated|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Cabins|    |Structures|    |Greenbrier Cove|Greenbrier Cove|    |    |    |    |    |    |    |    |    |    |    |    |    |    |Well built Cabin in the Greenbrier. It was from Cabins such as this that we took logs for out building of the Hiking Club Cabin|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1371|webster|image|dct|0012_002333_000607_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1371|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1371/datastream/TN/view|preview|creator|text|Herbert M. Webster|#351: East end of Spence Field Special|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|undated|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Appalachian Trail|    |Spence Field|    |Thunderhead|Spence Field|    |Thunderhead|    |    |    |    |    |    |    |    |    |    |    |    |East end of Spence Field Special|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1189|webster|image|dct|0012_002333_000411_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1189|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1189/datastream/TN/view|preview|creator|text|Herbert M. Webster|#186: Leconte Lodge. Trip with Ga. Trail Club|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|undated|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Structures|    |Le Conte Lodge|    |Huff Lodge|    |Mount Le Conte|Mount Le Conte|    |    |    |    |    |    |    |    |    |    |    |    |Leconte Lodge. Trip with Ga. Trail Club|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1491|webster|image|dct|0012_002333_000747_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1491|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1491/datastream/TN/view|preview|creator|text|Herbert M. Webster|#464: Dutch. 'I know Mary [Frances [Dutchess] (Watrous) Roth] packed it some where!'|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|undated|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Camping|    |Albert Gordon (Dutch) Roth|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Dutch. 'I know Mary [Frances [Dutchess] (Watrous) Roth] packed it some where!'|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1184|webster|image|dct|0012_002333_000405_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1184|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1184/datastream/TN/view|preview|creator|text|Herbert M. Webster|#181: Guyot & Old Black from White Rock|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|1934 September 3|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Mount Guyot|    |Old Black|    |White Rock|    |Mount Crammerer|Mount Guyot|    |Old Black|    |White Rock|    |Mount Crammerer|    |    |    |    |    |    |Guyot & Old Black from White Rock|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1103|webster|image|dct|0012_002333_000313_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1103|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1103/datastream/TN/view|preview|creator|text|Herbert M. Webster|#101: Mt. LeConte from Fighting Creek Gap|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|1932 July 4|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Mount Le Conte|    |Fighting Creek Gap|Mount Le Conte|    |Fighting Creek Gap|    |    |    |    |    |    |    |    |    |    |    |    |    |    |Mt. LeConte from Fighting Creek Gap|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1037|webster|image|dct|0012_002333_000269_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1037|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1037/datastream/TN/view|preview|creator|text|Herbert M. Webster|#64: Cove Mtn. in distance from Chimneys|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|1934 June 10|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Cove Mountain|    |Chimney Tops|    |Sugarland Mountain|Cove Mountain|    |Chimney Tops|    |Sugarland Mountain|    |    |    |    |    |    |    |    |    |    |Cove Mtn. in distance from Chimneys|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1143|webster|image|dct|0012_002333_000358_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1143|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1143/datastream/TN/view|preview|creator|text|Herbert M. Webster|#140: Porters Flats Creek|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|undated|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Porters Creek|    |Greenbrier Cove|    |Porters Flat|Porters Creek|    |Greenbrier Cove|    |Porters Flat|    |    |    |    |    |    |    |    |    |    |Porters Flats Creek|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1229|webster|image|dct|0012_002333_000458_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1229|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1229/datastream/TN/view|preview|creator|text|Herbert M. Webster|#225: Dutch [Roth] [at] Porters Creek|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|undated|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Waterfalls|    |Porters Creek|    |Albert Gordon (Dutch) Roth|Porters Creek|    |    |    |    |    |    |    |    |    |    |    |    |    |    |Dutch [Roth] [at] Porters Creek|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1488|webster|image|dct|0012_002333_000744_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1488|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1488/datastream/TN/view|preview|creator|text|Herbert M. Webster|#461: Charleys Bunion|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|1935 August 11|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Appalachian Trail|    |Charlies Bunion|    |Dry Sluice Gap|Charlies Bunion|    |Dry Sluice Gap|    |    |    |    |    |    |    |    |    |    |    |    |Charleys Bunion|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1159|webster|image|dct|0012_002333_000376_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1159|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1159/datastream/TN/view|preview|creator|text|Herbert M. Webster|#155: Rough Day on the Chimneys|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|1934 June 10|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Chimney Tops|Chimney Tops|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Rough Day on the Chimneys|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1416|webster|image|dct|0012_002333_000658_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1416|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1416/datastream/TN/view|preview|creator|text|Herbert M. Webster|#398: Trip to Brushy from vacation Camp in Greenbrier. First we saw it raining below us, then we watched the clouds moving in on us. Soon, we were drenched by the heavy rain|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|1937 August 17|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Brushy Mountain|Brushy Mountain|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Trip to Brushy from vacation Camp in Greenbrier. First we saw it raining below us, then we watched the clouds moving in on us. Soon, we were drenched by the heavy rain|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1414|webster|image|dct|0012_002333_000656_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1414|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1414/datastream/TN/view|preview|creator|text|Herbert M. Webster|#396: First trip to Greenbrier. Note Chimney in background|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|undated|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Smoky Mountains Hiking Club Cabin|    |Greenbrier Cove|Greenbrier Cove|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |First trip to Greenbrier. Note Chimney in background|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1332|webster|image|dct|0012_002333_000568_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1332|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1332/datastream/TN/view|preview|creator|text|Herbert M. Webster|#312: A little waterfall on the wild and untrailed Roaring Fork|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|1937 February 13|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Waterfalls|    |Roaring Fork|Roaring Fork|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |A little waterfall on the wild and untrailed Roaring Fork|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1019|webster|image|dct|0012_002333_000260_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1019|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1019/datastream/TN/view|preview|creator|text|Herbert M. Webster|#56: White Rock from Low Gap|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|undated|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Low Gap Trail|    |White Rock|    |Mount Cammerer|White Rock|    |Mount Cammerer|    |    |    |    |    |    |    |    |    |    |    |    |White Rock from Low Gap|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1411|webster|image|dct|0012_002333_000651_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1411|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1411/datastream/TN/view|preview|creator|text|Herbert M. Webster|#392: Odd tree formation on state line near White Rock|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|1934 August 3|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Appalachian Trail|    |White Rock|    |Mount Crammerer|White Rock|    |Mount Crammerer|    |    |    |    |    |    |    |    |    |    |    |    |Odd tree formation on state line near White Rock|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1418|webster|image|dct|0012_002333_000660_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1418|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1418/datastream/TN/view|preview|creator|text|Herbert M. Webster|#400: Mildred Webster at Bald River Falls|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|1934 July 14|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Waterfalls|    |Bald River Falls|    |Mildred Webster|Bald River Falls|    |    |    |    |    |    |    |    |    |    |    |    |    |    |Mildred Webster at Bald River Falls|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1288|webster|image|dct|0012_002333_000523_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1288|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1288/datastream/TN/view|preview|creator|text|Herbert M. Webster|#272: Cades Cove & Thunderhead from Rich Mtn.|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|1936 August 23|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Cades Cove|    |Thunderhead Mountain|    |Rich Mountain|Cades Cove|    |Thunderhead Mountain|    |Rich Mountain|    |    |    |    |    |    |    |    |    |    |Cades Cove & Thunderhead from Rich Mtn.|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1245|webster|image|dct|0012_002333_000476_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1245|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1245/datastream/TN/view|preview|creator|text|Herbert M. Webster|#239: Brushy from Spur on side of Leconte|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|1936 January 12|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Brushy Mountain|    |Mount Le Conte|Brushy Mountain|    |Mount Le Conte|    |    |    |    |    |    |    |    |    |    |    |    |    |    |Brushy from Spur on side of Leconte|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1124|webster|image|dct|0012_002333_000336_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1124|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1124/datastream/TN/view|preview|creator|text|Herbert M. Webster|#122: AT Marker between Low Gap & White Rock|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|undated|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Appalachian Trail|    |Low Gap|Low Gap|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |AT Marker between Low Gap & White Rock|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1271|webster|image|dct|0012_002333_000505_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1271|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1271/datastream/TN/view|preview|creator|text|Herbert M. Webster|#257: Group at Big Chestnut. Porters Flats|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|undated|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Chestnuts|    |Porters Flat|Porters Flat|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Group at Big Chestnut. Porters Flats|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1216|webster|image|dct|0012_002333_000442_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1216|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1216/datastream/TN/view|preview|creator|text|Herbert M. Webster|#212-213A: Greenbrier Pinnacle. Guyot lead from Myrtle Point|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|1934 March 25|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Greenbrier Pinnacle|    |Pinnacle Lead|    |Myrtle Point|    |Mount Le Conte|Greenbrier Pinnacle|    |Pinnacle Lead|    |Myrtle Point|    |Mount Le Conte|    |    |    |    |    |    |Greenbrier Pinnacle. Guyot lead from Myrtle Point|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1224|webster|image|dct|0012_002333_000452_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1224|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1224/datastream/TN/view|preview|creator|text|Herbert M. Webster|#220: Could be road over Rich Mtn.?|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|undated|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Rich Mountain Road|Could be road over Rich Mtn.?|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
2019-11-19T04:01:56Z|webster_1325|webster|image|dct|0012_002333_000560_0001|local|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1325|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/webster%3A1325/datastream/TN/view|preview|creator|text|Herbert M. Webster|#305: Anakeesta Ridge from Alum Cave Trail|This object was added to the Digital Preservation Network in November 2016.|dpn|The University of Tennessee Libraries, Knoxville|1936 December 20|image/jpeg|The University of Tennessee Libraries, Special Collections Library.|original|The University of Tennessee Libraries, Special Collections, Herbert M. Webster Photographs Collection (1926-1955) MS.3338.|Alum Cave Trail|    |Anakeesta Ridge|Anakeesta Ridge|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Anakeesta Ridge from Alum Cave Trail|3.2|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-2.xsd|The copyright interests in this collection remain with the creator. For more information, contact Special Collections at special@utk.edu.|still image
